,rank_test_accuracy,param_criterion,param_n_estimators,param_max_features,param_max_depth,param_min_samples_split,mean_test_accuracy,mean_test_precision,mean_test_recall
3022,883,entropy,160,4,7,5,89.63,89.87,98.94
1238,904,gini,120,5,7,3,89.60000000000001,89.95,98.78
1172,904,gini,60,3,7,4,89.60000000000001,89.87,98.9
3104,904,entropy,180,2,8,2,89.60000000000001,89.58,99.29
3032,904,entropy,180,5,7,2,89.60000000000001,89.84,98.94
2958,904,entropy,140,3,7,2,89.60000000000001,89.75,99.06
3430,904,entropy,40,1,10,3,89.60000000000001,89.39,99.57000000000001
1220,904,gini,120,4,7,5,89.60000000000001,89.95,98.78
1188,904,gini,20,4,7,2,89.60000000000001,89.84,98.94
1201,904,gini,100,4,7,3,89.60000000000001,89.9,98.86
1313,913,gini,180,2,8,3,89.60000000000001,89.69,99.14
1342,913,gini,40,3,8,3,89.60000000000001,89.84,98.94
1341,913,gini,20,3,8,3,89.60000000000001,89.92,98.82
1636,913,gini,160,1,10,3,89.60000000000001,89.36,99.61
1214,913,gini,180,4,7,4,89.60000000000001,89.89,98.86
1299,913,gini,80,2,8,2,89.60000000000001,89.67,99.18
1192,913,gini,100,4,7,2,89.60000000000001,89.92999999999999,98.82
1195,913,gini,160,4,7,2,89.60000000000001,89.89,98.86
2966,913,entropy,120,3,7,3,89.60000000000001,89.72,99.1
3020,913,entropy,120,4,7,5,89.60000000000001,89.9,98.86
2975,913,entropy,120,3,7,4,89.60000000000001,89.64,99.21
1211,913,gini,120,4,7,4,89.60000000000001,89.92,98.82
1194,913,gini,140,4,7,2,89.60000000000001,89.92,98.82
1157,913,gini,120,3,7,2,89.60000000000001,89.73,99.1
2996,913,entropy,180,4,7,2,89.60000000000001,89.84,98.94
1300,928,gini,100,2,8,2,89.57000000000001,89.61,99.21
2994,928,entropy,140,4,7,2,89.57000000000001,89.81,98.94
1302,928,gini,140,2,8,2,89.57000000000001,89.64,99.18
3052,928,entropy,40,5,7,5,89.57000000000001,89.92,98.78
1198,928,gini,40,4,7,3,89.57000000000001,89.95,98.74000000000001
1208,928,gini,60,4,7,4,89.57000000000001,89.89,98.82
3049,928,entropy,160,5,7,4,89.57000000000001,89.89,98.82
3005,928,entropy,180,4,7,3,89.57000000000001,89.86,98.86
3012,928,entropy,140,4,7,4,89.57000000000001,89.86,98.86
3031,928,entropy,160,5,7,2,89.57000000000001,89.89,98.82
1312,928,gini,160,2,8,3,89.57000000000001,89.55,99.29
3028,928,entropy,100,5,7,2,89.57000000000001,89.89,98.82
3024,928,entropy,20,5,7,2,89.57000000000001,89.98,98.7
3424,928,entropy,100,1,10,2,89.57000000000001,89.36,99.57000000000001
2992,928,entropy,100,4,7,2,89.57000000000001,89.81,98.94
1298,928,gini,60,2,8,2,89.57000000000001,89.64,99.18
1163,928,gini,60,3,7,3,89.57000000000001,89.83,98.9
3112,928,entropy,160,2,8,3,89.57000000000001,89.55,99.29
3447,928,entropy,20,1,10,5,89.57000000000001,89.22,99.76
3109,928,entropy,100,2,8,3,89.57000000000001,89.58,99.25
3442,928,entropy,100,1,10,4,89.57000000000001,89.35,99.57000000000001
1164,928,gini,80,3,7,3,89.57000000000001,89.8,98.94
1190,928,gini,60,4,7,2,89.57000000000001,89.89,98.82
3097,928,entropy,40,2,8,2,89.57000000000001,89.67,99.14
2971,928,entropy,40,3,7,4,89.57000000000001,89.69,99.1
1633,928,gini,100,1,10,3,89.57000000000001,89.27000000000001,99.69
1634,928,gini,120,1,10,3,89.57000000000001,89.3,99.65
3059,928,entropy,180,5,7,5,89.57000000000001,89.92,98.78
2969,928,entropy,180,3,7,3,89.57000000000001,89.72,99.06
1186,957,gini,160,3,7,5,89.57000000000001,89.83,98.9
1254,958,gini,80,5,7,5,89.53,89.91,98.74000000000001
1305,958,gini,20,2,8,3,89.53,89.69,99.06
1255,958,gini,100,5,7,5,89.53,89.97,98.66
3420,958,entropy,20,1,10,2,89.53,89.49000000000001,99.33
1203,958,gini,140,4,7,3,89.53,89.83,98.86
1304,958,gini,180,2,8,2,89.53,89.66,99.1
3130,958,entropy,160,2,8,5,89.53,89.44,99.41
2974,958,entropy,100,3,7,4,89.53,89.63,99.14
3015,958,entropy,20,4,7,5,89.53,89.89,98.78
3013,958,entropy,160,4,7,4,89.53,89.77000000000001,98.94
3011,958,entropy,120,4,7,4,89.53,89.78,98.94
3010,958,entropy,100,4,7,4,89.53,89.8,98.9
1212,958,gini,140,4,7,4,89.53,89.83,98.86
3047,958,entropy,120,5,7,4,89.53,89.83,98.86
1218,958,gini,80,4,7,5,89.53,89.86,98.82
2991,958,entropy,80,4,7,2,89.53,89.83,98.86
1162,958,gini,40,3,7,3,89.53,89.77000000000001,98.94
2981,958,entropy,60,3,7,5,89.53,89.61,99.18
1221,958,gini,140,4,7,5,89.53,89.8,98.9
1223,958,gini,180,4,7,5,89.53,89.83,98.86
1317,958,gini,80,2,8,4,89.53,89.69,99.06
2862,958,entropy,20,5,6,4,89.53,89.86,98.82
1166,958,gini,120,3,7,3,89.53,89.69,99.06
3103,958,entropy,160,2,8,2,89.53,89.46,99.37
1228,958,gini,100,5,7,2,89.53,89.92,98.74000000000001
3119,958,entropy,120,2,8,4,89.53,89.49000000000001,99.33
1187,958,gini,180,3,7,5,89.53,89.72,99.02
1191,958,gini,80,4,7,2,89.53,89.83,98.86
3026,958,entropy,60,5,7,2,89.53,89.89,98.78
1333,958,gini,40,3,8,2,89.53,89.92,98.74000000000001
1649,958,gini,60,1,10,5,89.53,89.35,99.53
1330,958,gini,160,2,8,5,89.53,89.60000000000001,99.17
1325,958,gini,60,2,8,5,89.53,89.66,99.1
3433,958,entropy,100,1,10,3,89.53,89.32,99.57000000000001
3100,958,entropy,100,2,8,2,89.53,89.52,99.29
1183,993,gini,100,3,7,5,89.5,89.71000000000001,98.98
3001,993,entropy,100,4,7,3,89.5,89.8,98.86
1236,993,gini,80,5,7,3,89.5,89.94,98.66
1213,996,gini,160,4,7,4,89.5,89.88000000000001,98.74000000000001
1320,996,gini,140,2,8,4,89.5,89.49000000000001,99.29
2979,996,entropy,20,3,7,5,89.5,89.57000000000001,99.17
2977,996,entropy,160,3,7,4,89.5,89.66,99.06
2976,996,entropy,140,3,7,4,89.5,89.72,98.98
1167,996,gini,140,3,7,3,89.5,89.71000000000001,98.98
1318,996,gini,100,2,8,4,89.5,89.52,99.25
3050,996,entropy,180,5,7,4,89.5,89.91,98.7
2997,996,entropy,20,4,7,3,89.5,89.81,98.86
2999,996,entropy,60,4,7,3,89.5,89.74,98.94
1181,996,gini,60,3,7,5,89.5,89.74,98.94
3118,996,entropy,100,2,8,4,89.5,89.53999999999999,99.21
3120,996,entropy,140,2,8,4,89.5,89.52,99.25
3003,996,entropy,140,4,7,3,89.5,89.83,98.82
1637,996,gini,180,1,10,3,89.5,89.24,99.65
1324,996,gini,40,2,8,5,89.5,89.38000000000001,99.45
2843,996,entropy,180,4,6,5,89.5,89.63,99.1
2998,996,entropy,40,4,7,3,89.5,89.77000000000001,98.9
1174,1014,gini,100,3,7,4,89.47,89.74,98.9
1179,1014,gini,20,3,7,5,89.47,89.68,98.98
3455,1014,entropy,180,1,10,5,89.47,89.25999999999999,99.57000000000001
1175,1014,gini,120,3,7,4,89.47,89.64999999999999,99.02
3025,1014,entropy,40,5,7,2,89.47,89.79,98.82
1154,1014,gini,60,3,7,2,89.47,89.74,98.9
1155,1014,gini,80,3,7,2,89.47,89.79,98.82
2863,1014,entropy,40,5,6,4,89.47,89.83,98.78
3431,1014,entropy,60,1,10,3,89.47,89.18,99.69
2855,1014,entropy,60,5,6,3,89.47,89.74,98.9
2820,1014,entropy,80,4,6,3,89.47,89.60000000000001,99.1
3131,1014,entropy,180,2,8,5,89.47,89.42999999999999,99.33
1216,1014,gini,40,4,7,5,89.47,89.94,98.61999999999999
1628,1014,gini,180,1,10,2,89.47,89.29,99.53
1642,1014,gini,100,1,10,4,89.47,89.21,99.65
1308,1014,gini,80,2,8,3,89.47,89.53999999999999,99.18
1309,1014,gini,100,2,8,3,89.47,89.48,99.25
1321,1014,gini,160,2,8,4,89.47,89.57000000000001,99.14
2993,1032,entropy,120,4,7,2,89.47,89.77000000000001,98.86
1176,1032,gini,140,3,7,4,89.47,89.68,98.98
1224,1032,gini,20,5,7,2,89.47,89.83,98.78
1645,1032,gini,160,1,10,4,89.47,89.25999999999999,99.57000000000001
3453,1032,entropy,140,1,10,5,89.47,89.25999999999999,99.57000000000001
1303,1032,gini,160,2,8,2,89.47,89.51,99.21
1315,1032,gini,40,2,8,4,89.47,89.57000000000001,99.14
2985,1039,entropy,140,3,7,5,89.42999999999999,89.59,99.06
2982,1039,entropy,80,3,7,5,89.42999999999999,89.51,99.18
2960,1039,entropy,180,3,7,2,89.42999999999999,89.56,99.1
2877,1039,entropy,140,5,6,5,89.42999999999999,89.73,98.86
2875,1039,entropy,100,5,6,5,89.42999999999999,89.71000000000001,98.9
1171,1039,gini,40,3,7,4,89.42999999999999,89.71000000000001,98.9
2867,1039,entropy,120,5,6,4,89.42999999999999,89.75999999999999,98.82
3437,1039,entropy,180,1,10,3,89.42999999999999,89.12,99.72
1307,1039,gini,60,2,8,3,89.42999999999999,89.46,99.25
2851,1039,entropy,160,5,6,2,89.42999999999999,89.64999999999999,98.98
2829,1039,entropy,80,4,6,4,89.42999999999999,89.62,99.02
1252,1039,gini,40,5,7,5,89.42999999999999,89.96,98.55000000000001
3121,1039,entropy,160,2,8,4,89.42999999999999,89.4,99.33
3124,1039,entropy,40,2,8,5,89.42999999999999,89.4,99.33
1653,1039,gini,140,1,10,5,89.42999999999999,89.25999999999999,99.53
1297,1039,gini,40,2,8,2,89.42999999999999,89.45,99.25
1630,1039,gini,40,1,10,3,89.42999999999999,89.25999999999999,99.53
3422,1039,entropy,60,1,10,2,89.42999999999999,89.23,99.57000000000001
1205,1039,gini,180,4,7,3,89.42999999999999,89.73,98.86
3426,1039,entropy,140,1,10,2,89.42999999999999,89.23,99.57000000000001
1202,1059,gini,120,4,7,3,89.42999999999999,89.75999999999999,98.82
2988,1059,entropy,20,4,7,2,89.42999999999999,89.91,98.61999999999999
1133,1061,gini,180,2,7,3,89.4,89.31,99.41
3129,1061,entropy,140,2,8,5,89.4,89.37,99.33
2987,1061,entropy,180,3,7,5,89.4,89.56,99.06
2874,1061,entropy,80,5,6,5,89.4,89.73,98.82
1058,1065,gini,120,5,6,3,89.4,89.73,98.82
2856,1065,entropy,80,5,6,3,89.4,89.7,98.86
2845,1065,entropy,40,5,6,2,89.4,89.68,98.9
1156,1065,gini,100,3,7,2,89.4,89.59,99.02
3122,1065,entropy,180,2,8,4,89.4,89.36,99.33
3423,1065,entropy,80,1,10,2,89.4,89.2,99.57000000000001
3440,1065,entropy,60,1,10,4,89.4,89.14,99.65
1641,1065,gini,80,1,10,4,89.4,89.2,99.57000000000001
1332,1065,gini,20,3,8,2,89.4,89.79,98.74000000000001
1328,1065,gini,120,2,8,5,89.4,89.42,99.25
1206,1065,gini,20,4,7,4,89.4,89.74,98.82
1173,1065,gini,80,3,7,4,89.4,89.62,98.98
1052,1065,gini,180,5,6,2,89.4,89.75999999999999,98.78
3450,1065,entropy,80,1,10,5,89.4,89.17,99.61
2952,1065,entropy,20,3,7,2,89.4,89.67,98.9
1158,1065,gini,140,3,7,2,89.4,89.64999999999999,98.94
2983,1065,entropy,100,3,7,5,89.4,89.53,99.1
2965,1065,entropy,100,3,7,3,89.4,89.56,99.06
2970,1065,entropy,20,3,7,4,89.4,89.59,99.02
2973,1065,entropy,80,3,7,4,89.4,89.56,99.06
3042,1065,entropy,20,5,7,4,89.4,89.84,98.66
2963,1086,entropy,60,3,7,3,89.37,89.53,99.06
2809,1086,entropy,40,4,6,2,89.37,89.67,98.86
1070,1086,gini,180,5,6,4,89.37,89.7,98.82
3427,1086,entropy,160,1,10,2,89.37,89.11,99.65
1652,1086,gini,120,1,10,5,89.37,89.19,99.53
1626,1086,gini,140,1,10,2,89.37,89.09,99.69
1251,1086,gini,20,5,7,5,89.37,89.79,98.7
3098,1086,entropy,60,2,8,2,89.37,89.36,99.29
3106,1086,entropy,40,2,8,3,89.37,89.44,99.17
3107,1086,entropy,60,2,8,3,89.37,89.25,99.45
1161,1086,gini,20,3,7,3,89.37,89.53,99.06
1160,1086,gini,180,3,7,2,89.37,89.59,98.98
1056,1086,gini,80,5,6,3,89.37,89.78,98.7
1210,1086,gini,100,4,7,4,89.37,89.79,98.7
2818,1086,entropy,40,4,6,3,89.37,89.56,99.02
3439,1086,entropy,40,1,10,4,89.37,89.11,99.65
2857,1086,entropy,100,5,6,3,89.37,89.64,98.9
2866,1086,entropy,100,5,6,4,89.37,89.7,98.82
3017,1104,entropy,60,4,7,5,89.37,89.7,98.82
3438,1104,entropy,20,1,10,4,89.37,89.2,99.53
1064,1104,gini,60,5,6,4,89.37,89.75,98.74000000000001
1654,1104,gini,160,1,10,5,89.37,89.08,99.69
2870,1104,entropy,180,5,6,4,89.37,89.67,98.86
1014,1104,gini,140,4,6,2,89.37,89.61,98.94
1168,1104,gini,160,3,7,3,89.37,89.61,98.94
3110,1104,entropy,120,2,8,3,89.37,89.33,99.33
1159,1104,gini,160,3,7,2,89.37,89.7,98.82
1169,1113,gini,180,3,7,3,89.33,89.64,98.86
2868,1113,entropy,140,5,6,4,89.33,89.7,98.78
1165,1113,gini,100,3,7,3,89.33,89.55,98.98
1306,1113,gini,40,2,8,3,89.33,89.44,99.14
1323,1113,gini,20,2,8,5,89.33,89.36,99.25
1153,1113,gini,40,3,7,2,89.33,89.61,98.9
1627,1113,gini,160,1,10,2,89.33,89.08,99.65
2854,1113,entropy,40,5,6,3,89.33,89.58,98.94
2967,1113,entropy,140,3,7,3,89.33,89.61,98.9
3115,1113,entropy,40,2,8,4,89.33,89.33,99.29
2839,1113,entropy,100,4,6,5,89.33,89.61,98.9
3126,1113,entropy,80,2,8,5,89.33,89.33,99.29
2852,1113,entropy,180,5,6,2,89.33,89.75,98.7
3006,1113,entropy,20,4,7,4,89.33,89.73,98.74000000000001
2848,1113,entropy,100,5,6,2,89.33,89.75,98.7
2822,1113,entropy,120,4,6,3,89.33,89.55,98.98
2964,1113,entropy,80,3,7,3,89.33,89.56,98.98
2824,1113,entropy,160,4,6,3,89.33,89.61,98.9
1067,1131,gini,120,5,6,4,89.33,89.67,98.82
2986,1131,entropy,160,3,7,5,89.33,89.55,98.98
1185,1131,gini,140,3,7,5,89.33,89.58,98.94
3446,1134,entropy,180,1,10,4,89.3,89.08,99.61
2955,1135,entropy,80,3,7,2,89.3,89.47,99.06
2842,1135,entropy,160,4,6,5,89.3,89.52,98.98
2825,1135,entropy,180,4,6,3,89.3,89.55,98.94
2962,1135,entropy,40,3,7,3,89.3,89.46,99.06
2978,1135,entropy,180,3,7,4,89.3,89.49000000000001,99.02
2876,1135,entropy,120,5,6,5,89.3,89.69,98.74000000000001
2833,1135,entropy,160,4,6,4,89.3,89.58,98.9
1177,1135,gini,160,3,7,4,89.3,89.55,98.94
2954,1135,entropy,60,3,7,2,89.3,89.55,98.94
1049,1135,gini,120,5,6,2,89.3,89.75,98.66
2849,1135,entropy,120,5,6,2,89.3,89.66,98.78
3127,1135,entropy,100,2,8,5,89.3,89.24,99.37
1296,1135,gini,20,2,8,2,89.3,89.27000000000001,99.33
3051,1135,entropy,20,5,7,5,89.3,89.92,98.42999999999999
2853,1135,entropy,20,5,6,3,89.3,89.66,98.78
2859,1135,entropy,140,5,6,3,89.3,89.75,98.66
3435,1135,entropy,140,1,10,3,89.3,89.13,99.53
2840,1135,entropy,120,4,6,5,89.3,89.58,98.9
1643,1135,gini,120,1,10,4,89.3,89.05,99.65
3443,1135,entropy,120,1,10,4,89.3,89.08,99.61
3445,1135,entropy,160,1,10,4,89.3,89.13,99.53
3454,1135,entropy,160,1,10,5,89.3,89.13,99.53
2775,1135,entropy,80,3,6,2,89.3,89.41,99.14
2810,1135,entropy,60,4,6,2,89.3,89.55,98.94
3116,1135,entropy,60,2,8,4,89.3,89.41,99.14
1055,1135,gini,60,5,6,3,89.3,89.78,98.61999999999999
1061,1135,gini,180,5,6,3,89.3,89.78,98.61999999999999
1069,1135,gini,160,5,6,4,89.3,89.69,98.74000000000001
1068,1135,gini,140,5,6,4,89.3,89.72,98.7
1623,1164,gini,80,1,10,2,89.27000000000001,89.1,99.53
1152,1164,gini,20,3,7,2,89.27000000000001,89.66,98.74000000000001
2858,1164,entropy,120,5,6,3,89.27000000000001,89.63,98.78
3114,1164,entropy,20,2,8,4,89.27000000000001,89.29,99.25
1199,1164,gini,60,4,7,3,89.27000000000001,89.66,98.74000000000001
2815,1164,entropy,160,4,6,2,89.27000000000001,89.66,98.74000000000001
1008,1164,gini,20,4,6,2,89.27000000000001,89.42999999999999,99.06
2959,1164,entropy,160,3,7,2,89.27000000000001,89.38000000000001,99.14
2968,1172,entropy,160,3,7,3,89.27000000000001,89.52,98.94
3125,1172,entropy,60,2,8,5,89.27000000000001,89.3,99.25
2838,1172,entropy,80,4,6,5,89.27000000000001,89.46,99.02
2869,1172,entropy,160,5,6,4,89.27000000000001,89.60000000000001,98.82
3105,1172,entropy,20,2,8,3,89.27000000000001,89.41,99.1
1066,1172,gini,100,5,6,4,89.27000000000001,89.69,98.7
3451,1172,entropy,100,1,10,5,89.27000000000001,89.02,99.65
2984,1172,entropy,120,3,7,5,89.27000000000001,89.46,99.02
2814,1172,entropy,140,4,6,2,89.27000000000001,89.49000000000001,98.98
1043,1172,gini,180,4,6,5,89.27000000000001,89.57000000000001,98.86
2816,1172,entropy,180,4,6,2,89.27000000000001,89.52,98.94
2836,1172,entropy,40,4,6,5,89.27000000000001,89.60000000000001,98.82
2828,1172,entropy,60,4,6,4,89.27000000000001,89.52,98.94
1046,1172,gini,60,5,6,2,89.27000000000001,89.66,98.74000000000001
1142,1172,gini,180,2,7,4,89.27000000000001,89.13,99.49
2961,1172,entropy,20,3,7,3,89.27000000000001,89.42999999999999,99.06
1048,1172,gini,100,5,6,2,89.27000000000001,89.72,98.66
2821,1172,entropy,100,4,6,3,89.27000000000001,89.49000000000001,98.98
1651,1172,gini,100,1,10,5,89.27000000000001,88.99000000000001,99.69
3111,1172,entropy,140,2,8,3,89.27000000000001,89.29,99.25
2813,1172,entropy,120,4,6,2,89.27000000000001,89.55,98.9
1316,1172,gini,60,2,8,4,89.27000000000001,89.42999999999999,99.06
1178,1172,gini,180,3,7,4,89.27000000000001,89.49000000000001,98.98
2837,1172,entropy,60,4,6,5,89.27000000000001,89.52,98.94
1001,1196,gini,60,3,6,5,89.23,89.32,99.18
2847,1196,entropy,80,5,6,2,89.23,89.57000000000001,98.82
1073,1196,gini,60,5,6,5,89.23,89.63,98.74000000000001
1329,1196,gini,140,2,8,5,89.23,89.35,99.14
2872,1196,entropy,40,5,6,5,89.23,89.66,98.7
2861,1196,entropy,180,5,6,3,89.23,89.63,98.74000000000001
2841,1196,entropy,140,4,6,5,89.23,89.46,98.98
1458,1196,gini,20,1,9,4,89.23,89.07000000000001,99.53
2831,1196,entropy,120,4,6,4,89.23,89.42999999999999,99.02
2793,1196,entropy,80,3,6,4,89.23,89.37,99.1
2823,1196,entropy,140,4,6,3,89.23,89.53999999999999,98.86
3452,1196,entropy,120,1,10,5,89.23,88.99000000000001,99.65
2980,1196,entropy,40,3,7,5,89.23,89.51,98.9
1644,1196,gini,140,1,10,4,89.23,89.03999999999999,99.57000000000001
1650,1196,gini,80,1,10,5,89.23,89.03999999999999,99.57000000000001
1031,1196,gini,120,4,6,4,89.23,89.64999999999999,98.7
1044,1196,gini,20,5,6,2,89.23,89.57000000000001,98.82
1127,1196,gini,60,2,7,3,89.23,89.21,99.33
1631,1196,gini,60,1,10,3,89.23,89.07000000000001,99.53
1041,1196,gini,140,4,6,5,89.23,89.53999999999999,98.86
1028,1196,gini,60,4,6,4,89.23,89.57000000000001,98.82
1050,1196,gini,140,5,6,2,89.23,89.66,98.7
2864,1218,entropy,60,5,6,4,89.23,89.69,98.66
2972,1218,entropy,60,3,7,4,89.23,89.42999999999999,99.02
1182,1218,gini,80,3,7,5,89.23,89.51,98.9
2811,1218,entropy,80,4,6,2,89.23,89.60000000000001,98.78
1655,1218,gini,180,1,10,5,89.23,89.07000000000001,99.53
3128,1218,entropy,120,2,8,5,89.23,89.18,99.37
3108,1218,entropy,80,2,8,3,89.23,89.29,99.21
2779,1218,entropy,160,3,6,2,89.23,89.37,99.1
1076,1226,gini,120,5,6,5,89.2,89.64999999999999,98.66
2879,1226,entropy,180,5,6,5,89.2,89.64999999999999,98.66
2878,1226,entropy,160,5,6,5,89.2,89.62,98.7
1640,1226,gini,60,1,10,4,89.2,89.01,99.57000000000001
984,1226,gini,80,3,6,3,89.2,89.34,99.1
1197,1226,gini,20,4,7,3,89.2,89.57000000000001,98.78
2774,1226,entropy,60,3,6,2,89.2,89.29,99.17
1059,1226,gini,140,5,6,3,89.2,89.62,98.7
2832,1226,entropy,140,4,6,4,89.2,89.48,98.9
2846,1226,entropy,60,5,6,2,89.2,89.51,98.86
2850,1226,entropy,140,5,6,2,89.2,89.57000000000001,98.78
1135,1226,gini,40,2,7,4,89.2,89.18,99.33
2860,1226,entropy,160,5,6,3,89.2,89.51,98.86
1118,1226,gini,60,2,7,2,89.2,89.23,99.25
2865,1226,entropy,80,5,6,4,89.2,89.51,98.86
2957,1226,entropy,120,3,7,2,89.2,89.45,98.94
1461,1226,gini,80,1,9,4,89.2,88.96,99.65
2819,1243,entropy,60,4,6,3,89.17,89.45,98.9
1170,1243,gini,20,3,7,4,89.17,89.53999999999999,98.78
2794,1243,entropy,100,3,6,4,89.17,89.34,99.06
3258,1243,entropy,20,1,9,4,89.17,88.87,99.72999999999999
1033,1243,gini,160,4,6,4,89.17,89.53,98.78
992,1243,gini,60,3,6,4,89.17,89.28,99.14
1009,1249,gini,40,4,6,2,89.17,89.48,98.86
1132,1249,gini,160,2,7,3,89.17,89.17,99.29
1077,1249,gini,140,5,6,5,89.17,89.62,98.66
1054,1249,gini,40,5,6,3,89.17,89.53,98.78
1040,1253,gini,120,4,6,5,89.13,89.5,98.78
2873,1253,entropy,60,5,6,5,89.13,89.59,98.66
2804,1253,entropy,120,3,6,5,89.13,89.2,99.21
1469,1253,gini,60,1,9,5,89.13,88.92,99.61
1079,1253,gini,180,5,6,5,89.13,89.64,98.59
1327,1253,gini,100,2,8,5,89.13,89.28,99.1
1047,1253,gini,80,5,6,2,89.13,89.53,98.74000000000001
1123,1253,gini,160,2,7,2,89.13,89.11,99.33
1024,1253,gini,160,4,6,3,89.13,89.45,98.86
1027,1253,gini,40,4,6,4,89.13,89.62,98.61999999999999
1078,1253,gini,160,5,6,5,89.13,89.53,98.74000000000001
844,1253,gini,160,4,5,3,89.13,89.36,98.98
1074,1253,gini,80,5,6,5,89.13,89.59,98.66
1443,1253,gini,80,1,9,2,89.13,88.89,99.65
982,1253,gini,40,3,6,3,89.13,89.28,99.1
1448,1253,gini,180,1,9,2,89.13,88.94999999999999,99.57000000000001
1032,1253,gini,140,4,6,4,89.13,89.42,98.9
1466,1270,gini,180,1,9,4,89.13,88.87,99.69
1035,1270,gini,20,4,6,5,89.13,89.48,98.82
1025,1270,gini,180,4,6,3,89.13,89.48,98.82
1013,1270,gini,120,4,6,2,89.13,89.47,98.82
2667,1270,entropy,80,5,5,2,89.13,89.53,98.74000000000001
1019,1270,gini,60,4,6,3,89.13,89.64,98.59
2817,1270,entropy,20,4,6,3,89.13,89.48,98.82
2830,1277,entropy,100,4,6,4,89.1,89.36,98.94
1446,1277,gini,140,1,9,2,89.1,88.83,99.69
2928,1277,entropy,80,2,7,3,89.1,89.11,99.29
859,1277,gini,100,4,5,5,89.1,89.44,98.82
976,1277,gini,100,3,6,2,89.1,89.33,98.98
993,1277,gini,80,3,6,4,89.1,89.39,98.9
1060,1277,gini,160,5,6,3,89.1,89.56,98.66
1023,1277,gini,140,4,6,3,89.1,89.44,98.82
1016,1277,gini,180,4,6,2,89.1,89.47,98.78
1011,1277,gini,80,4,6,2,89.1,89.42,98.86
1006,1277,gini,160,3,6,5,89.1,89.36,98.94
1029,1277,gini,80,4,6,4,89.1,89.5,98.74000000000001
1151,1277,gini,180,2,7,5,89.1,89.0,99.45
1072,1277,gini,40,5,6,5,89.1,89.53,98.7
1042,1277,gini,160,4,6,5,89.1,89.5,98.74000000000001
1057,1277,gini,100,5,6,3,89.1,89.61,98.59
1075,1277,gini,100,5,6,5,89.1,89.5,98.74000000000001
809,1277,gini,180,3,5,3,89.1,89.19,99.17
1062,1277,gini,20,5,6,4,89.1,89.56,98.66
2827,1277,entropy,40,4,6,4,89.1,89.55,98.66
1051,1277,gini,160,5,6,2,89.1,89.53,98.7
887,1277,gini,120,5,5,4,89.1,89.41,98.86
991,1277,gini,40,3,6,4,89.1,89.28,99.06
1065,1300,gini,80,5,6,4,89.07000000000001,89.52,98.66
2697,1301,entropy,140,5,5,5,89.07000000000001,89.35,98.9
2792,1301,entropy,60,3,6,4,89.07000000000001,89.16,99.17
2937,1301,entropy,80,2,7,4,89.07000000000001,88.97,99.45
2953,1301,entropy,40,3,7,2,89.07000000000001,89.3,98.98
2803,1301,entropy,100,3,6,5,89.07000000000001,89.19,99.14
1021,1301,gini,100,4,6,3,89.07000000000001,89.44,98.78
974,1301,gini,60,3,6,2,89.07000000000001,89.33,98.94
1119,1301,gini,80,2,7,2,89.07000000000001,89.02,99.37
1003,1301,gini,100,3,6,5,89.07000000000001,89.27000000000001,99.02
1000,1301,gini,40,3,6,5,89.07000000000001,89.35,98.9
1030,1301,gini,100,4,6,4,89.07000000000001,89.38000000000001,98.86
1138,1301,gini,100,2,7,4,89.07000000000001,88.99000000000001,99.41
979,1301,gini,160,3,6,2,89.07000000000001,89.24,99.06
977,1301,gini,120,3,6,2,89.07000000000001,89.3,98.98
2871,1301,entropy,20,5,6,5,89.07000000000001,89.41,98.82
1184,1301,gini,120,3,7,5,89.07000000000001,89.27000000000001,99.02
1450,1301,gini,40,1,9,3,89.07000000000001,88.83,99.65
1137,1301,gini,80,2,7,4,89.07000000000001,89.05,99.33
1125,1301,gini,20,2,7,3,89.07000000000001,89.0,99.41
890,1320,gini,180,5,5,4,89.03,89.41,98.78
1467,1320,gini,20,1,9,5,89.03,88.85,99.57000000000001
2663,1320,entropy,180,4,5,5,89.03,89.29,98.94
2795,1320,entropy,120,3,6,4,89.03,89.24,99.02
1447,1320,gini,160,1,9,2,89.03,88.8,99.65
1121,1320,gini,120,2,7,2,89.03,89.05,99.29
863,1320,gini,180,4,5,5,89.03,89.35,98.86
2690,1320,entropy,180,5,5,4,89.03,89.42999999999999,98.74000000000001
986,1320,gini,120,3,6,3,89.03,89.18,99.1
2934,1320,entropy,20,2,7,4,89.03,88.94,99.45
1026,1320,gini,20,4,6,4,89.03,89.41,98.78
994,1320,gini,100,3,6,4,89.03,89.24,99.02
2935,1320,entropy,40,2,7,4,89.03,89.08,99.25
1002,1320,gini,80,3,6,5,89.03,89.18,99.1
2788,1334,entropy,160,3,6,3,89.03,89.1,99.21
1475,1334,gini,180,1,9,5,89.03,88.88000000000001,99.53
978,1334,gini,140,3,6,2,89.03,89.21,99.06
2826,1334,entropy,20,4,6,4,89.03,89.41,98.78
3244,1334,entropy,100,1,9,2,89.03,88.75,99.72
1063,1334,gini,40,5,6,4,89.03,89.49000000000001,98.66
1036,1334,gini,40,4,6,5,89.03,89.5,98.66
1128,1334,gini,80,2,7,3,89.03,89.1,99.21
1045,1334,gini,40,5,6,2,89.03,89.63,98.47
1053,1334,gini,20,5,6,3,89.03,89.49000000000001,98.66
1116,1334,gini,20,2,7,2,89.03,89.05,99.29
