,rank_test_accuracy,param_criterion,param_n_estimators,param_max_features,param_max_depth,param_min_samples_split,mean_test_accuracy,mean_test_precision,mean_test_recall
653,1782,gini,120,4,4,2,88.5,88.96,98.7
2771,1782,entropy,180,2,6,5,88.5,88.41,99.49
2623,1782,entropy,100,3,5,5,88.5,88.6,99.21
1274,1782,gini,120,1,8,3,88.5,88.36,99.57000000000001
694,1782,gini,40,5,4,3,88.5,89.07000000000001,98.55000000000001
1280,1782,gini,60,1,8,4,88.5,88.2,99.8
1277,1782,gini,180,1,8,3,88.5,88.28,99.69
793,1782,gini,40,3,5,2,88.5,88.69,99.1
2614,1782,entropy,100,3,5,4,88.5,88.82,98.9
2620,1782,entropy,40,3,5,5,88.5,88.55,99.29
2494,1797,entropy,40,5,4,3,88.47,88.9,98.74000000000001
2471,1797,entropy,120,4,4,4,88.47,88.79,98.9
2607,1797,entropy,140,3,5,3,88.47,88.64999999999999,99.1
2485,1797,entropy,40,5,4,2,88.47,89.01,98.59
664,1797,gini,160,4,4,3,88.47,88.9,98.74000000000001
1273,1797,gini,100,1,8,3,88.47,88.25,99.69
682,1797,gini,160,4,4,5,88.47,88.92,98.7
956,1797,gini,60,2,6,4,88.47,88.38000000000001,99.49
670,1797,gini,100,4,4,4,88.47,88.9,98.74000000000001
1275,1797,gini,140,1,8,3,88.47,88.25,99.69
2637,1797,entropy,20,4,5,3,88.47,88.92,98.7
698,1797,gini,120,5,4,3,88.47,89.09,98.47
1279,1797,gini,40,1,8,4,88.47,88.25,99.69
687,1797,gini,80,5,4,2,88.47,89.05999999999999,98.50999999999999
2743,1811,entropy,160,2,6,2,88.47,88.36,99.53
690,1811,gini,140,5,4,2,88.47,89.17,98.35000000000001
695,1811,gini,60,5,4,3,88.47,89.03999999999999,98.55000000000001
937,1811,gini,40,2,6,2,88.47,88.46000000000001,99.37
2739,1811,entropy,80,2,6,2,88.47,88.36,99.53
2758,1811,entropy,100,2,6,4,88.47,88.33,99.57000000000001
2769,1811,entropy,140,2,6,5,88.47,88.44,99.41
2611,1811,entropy,40,3,5,4,88.47,88.46000000000001,99.37
957,1811,gini,80,2,6,4,88.47,88.46000000000001,99.37
2476,1811,entropy,40,4,4,5,88.47,88.92999999999999,98.7
665,1811,gini,180,4,4,3,88.47,88.92999999999999,98.7
2638,1822,entropy,40,4,5,3,88.42999999999999,89.03999999999999,98.50999999999999
1286,1822,gini,180,1,8,4,88.42999999999999,88.27000000000001,99.61
648,1822,gini,20,4,4,2,88.42999999999999,88.98,98.59
673,1822,gini,160,4,4,4,88.42999999999999,88.84,98.78
2455,1822,entropy,160,4,4,2,88.42999999999999,88.73,98.94
709,1822,gini,160,5,4,4,88.42999999999999,89.05999999999999,98.47
680,1822,gini,120,4,4,5,88.42999999999999,88.73,98.94
2752,1822,entropy,160,2,6,3,88.42999999999999,88.35,99.49
676,1822,gini,40,4,4,5,88.42999999999999,88.94999999999999,98.61999999999999
1271,1822,gini,60,1,8,3,88.42999999999999,88.27000000000001,99.61
1285,1822,gini,160,1,8,4,88.42999999999999,88.3,99.57000000000001
2457,1822,entropy,20,4,4,3,88.42999999999999,88.84,98.78
2613,1822,entropy,80,3,5,4,88.42999999999999,88.59,99.14
2604,1822,entropy,80,3,5,3,88.42999999999999,88.51,99.25
2460,1822,entropy,80,4,4,3,88.42999999999999,88.92,98.66
2744,1822,entropy,180,2,6,2,88.42999999999999,88.35,99.49
2756,1822,entropy,60,2,6,4,88.42999999999999,88.3,99.57000000000001
2768,1822,entropy,120,2,6,5,88.42999999999999,88.3,99.57000000000001
717,1822,gini,140,5,4,5,88.42999999999999,89.0,98.55000000000001
2493,1822,entropy,20,5,4,3,88.42999999999999,89.0,98.55000000000001
2469,1822,entropy,80,4,4,4,88.42999999999999,88.64999999999999,99.06
3063,1822,entropy,80,1,8,2,88.42999999999999,88.22,99.69
637,1822,gini,160,3,4,4,88.42999999999999,88.51,99.25
700,1822,gini,160,5,4,3,88.42999999999999,89.14,98.35000000000001
2770,1846,entropy,160,2,6,5,88.42999999999999,88.38000000000001,99.45
669,1846,gini,80,4,4,4,88.42999999999999,88.84,98.78
658,1848,gini,40,4,4,3,88.4,88.94,98.59
706,1848,gini,100,5,4,4,88.4,89.03,98.47
3259,1848,entropy,40,1,9,4,88.4,88.21,99.65
1272,1848,gini,80,1,8,3,88.4,88.19,99.69
654,1848,gini,140,4,4,2,88.4,88.94,98.59
2602,1848,entropy,40,3,5,3,88.4,88.64999999999999,99.02
2761,1848,entropy,160,2,6,4,88.4,88.32,99.49
705,1848,gini,80,5,4,4,88.4,89.05999999999999,98.42999999999999
2764,1848,entropy,40,2,6,5,88.4,88.32,99.49
2757,1848,entropy,80,2,6,4,88.4,88.29,99.53
945,1848,gini,20,2,6,3,88.4,88.35,99.45
2478,1848,entropy,80,4,4,5,88.4,88.7,98.94
2510,1848,entropy,180,5,4,4,88.4,89.0,98.50999999999999
2465,1848,entropy,180,4,4,3,88.4,88.75,98.86
683,1848,gini,180,4,4,5,88.4,88.83,98.74000000000001
2742,1848,entropy,140,2,6,2,88.4,88.32,99.49
674,1848,gini,180,4,4,4,88.4,88.92,98.61999999999999
1287,1848,gini,20,1,8,5,88.4,88.19,99.69
2452,1848,entropy,100,4,4,2,88.4,88.81,98.78
678,1848,gini,80,4,4,5,88.4,88.92,98.61999999999999
2449,1848,entropy,40,4,4,2,88.4,88.67,98.98
1264,1848,gini,100,1,8,2,88.4,88.16000000000001,99.72999999999999
2738,1870,entropy,60,2,6,2,88.37,88.29,99.49
785,1870,gini,60,2,5,5,88.37,88.29,99.49
2495,1870,entropy,60,5,4,3,88.37,89.08,98.35000000000001
2496,1870,entropy,80,5,4,3,88.37,89.0,98.47
2509,1870,entropy,160,5,4,4,88.37,89.02,98.42999999999999
2519,1875,entropy,180,5,4,5,88.37,88.89,98.61999999999999
2459,1875,entropy,60,4,4,3,88.37,88.75,98.82
2453,1875,entropy,120,4,4,2,88.37,88.67,98.94
2516,1875,entropy,120,5,4,5,88.37,89.0,98.47
672,1875,gini,140,4,4,4,88.37,88.83,98.7
2498,1875,entropy,120,5,4,3,88.37,88.97,98.50999999999999
2461,1875,entropy,100,4,4,3,88.37,88.72,98.86
951,1875,gini,140,2,6,3,88.37,88.4,99.33
707,1875,gini,120,5,4,4,88.37,89.11,98.31
632,1875,gini,60,3,4,4,88.37,88.56,99.1
2746,1875,entropy,40,2,6,3,88.37,88.29,99.49
2755,1886,entropy,40,2,6,4,88.33,88.21,99.57000000000001
828,1886,gini,20,4,5,2,88.33,88.94,98.50999999999999
2753,1886,entropy,180,2,6,3,88.33,88.23,99.53
1284,1886,gini,140,1,8,4,88.33,88.13,99.69
2748,1886,entropy,80,2,6,3,88.33,88.37,99.33
2504,1886,entropy,60,5,4,4,88.33,89.02,98.39
2767,1886,entropy,100,2,6,5,88.33,88.18,99.61
964,1886,gini,40,2,6,5,88.33,88.23,99.53
638,1886,gini,180,3,4,4,88.33,88.5,99.14
634,1886,gini,100,3,4,4,88.33,88.37,99.33
3065,1886,entropy,120,1,8,2,88.33,88.13,99.69
2489,1886,entropy,120,5,4,2,88.33,88.99000000000001,98.42999999999999
2480,1886,entropy,120,4,4,5,88.33,88.69,98.86
1263,1886,gini,80,1,8,2,88.33,88.14999999999999,99.65
711,1886,gini,20,5,4,5,88.33,89.07000000000001,98.31
1291,1886,gini,100,1,8,5,88.33,88.18,99.61
2483,1886,entropy,180,4,4,5,88.33,88.77000000000001,98.74000000000001
696,1886,gini,80,5,4,3,88.33,88.96,98.47
660,1886,gini,80,4,4,3,88.33,88.8,98.7
703,1886,gini,40,5,4,4,88.33,88.99000000000001,98.42999999999999
1268,1886,gini,180,1,8,2,88.33,88.21,99.57000000000001
702,1886,gini,20,5,4,4,88.33,89.05,98.35000000000001
2622,1908,entropy,80,3,5,5,88.33,88.58,99.02
2464,1908,entropy,160,4,4,3,88.33,88.74,98.78
2741,1908,entropy,120,2,6,2,88.33,88.34,99.37
714,1908,gini,80,5,4,5,88.33,88.94,98.50999999999999
649,1908,gini,40,4,4,2,88.33,88.99000000000001,98.42999999999999
2451,1908,entropy,80,4,4,2,88.33,88.61,98.98
710,1908,gini,180,5,4,4,88.33,89.07000000000001,98.31
837,1915,gini,20,4,5,3,88.3,88.91,98.50999999999999
2655,1915,entropy,20,4,5,5,88.3,88.77000000000001,98.7
3061,1915,entropy,40,1,8,2,88.3,88.1,99.69
3076,1915,entropy,160,1,8,3,88.3,88.12,99.65
2740,1915,entropy,100,2,6,2,88.3,88.23,99.49
646,1915,gini,160,3,4,5,88.3,88.31,99.37
2601,1915,entropy,20,3,5,3,88.3,88.5,99.1
2505,1915,entropy,80,5,4,4,88.3,88.99000000000001,98.39
3079,1915,entropy,40,1,8,4,88.3,88.14999999999999,99.61
2488,1915,entropy,100,5,4,2,88.3,88.82,98.61999999999999
2763,1915,entropy,20,2,6,5,88.3,88.39,99.25
2490,1915,entropy,140,5,4,2,88.3,88.85,98.59
498,1915,gini,80,4,3,5,88.3,88.47,99.14
668,1915,gini,60,4,4,4,88.3,88.82,98.61999999999999
950,1929,gini,120,2,6,3,88.27000000000001,88.12,99.61
613,1929,gini,40,3,4,2,88.27000000000001,88.61,98.9
3074,1929,entropy,120,1,8,3,88.27000000000001,88.01,99.76
2492,1932,entropy,180,5,4,2,88.27000000000001,88.92999999999999,98.42999999999999
639,1932,gini,20,3,4,5,88.27000000000001,88.55,98.98
1262,1932,gini,60,1,8,2,88.27000000000001,88.03999999999999,99.72
786,1932,gini,80,2,5,5,88.27000000000001,88.12,99.61
614,1932,gini,60,3,4,2,88.27000000000001,88.31,99.33
1276,1932,gini,160,1,8,3,88.27000000000001,88.03999999999999,99.72
770,1932,gini,120,2,5,3,88.27000000000001,88.14999999999999,99.57000000000001
1266,1932,gini,140,1,8,2,88.27000000000001,88.06,99.69
774,1932,gini,20,2,5,4,88.27000000000001,88.6,98.9
476,1932,gini,180,4,3,2,88.27000000000001,88.47,99.1
2443,1932,entropy,100,3,4,5,88.27000000000001,88.36,99.25
810,1932,gini,20,3,5,4,88.27000000000001,88.71,98.74000000000001
2474,1932,entropy,180,4,4,4,88.27000000000001,88.79,98.61999999999999
644,1932,gini,120,3,4,5,88.27000000000001,88.3,99.33
2448,1932,entropy,20,4,4,2,88.27000000000001,88.74,98.7
2508,1932,entropy,140,5,4,4,88.27000000000001,88.92999999999999,98.42999999999999
2507,1932,entropy,120,5,4,4,88.27000000000001,88.98,98.35000000000001
2470,1932,entropy,100,4,4,4,88.27000000000001,88.6,98.9
2765,1932,entropy,60,2,6,5,88.27000000000001,88.14,99.57000000000001
1295,1951,gini,180,1,8,5,88.23,88.12,99.57000000000001
1260,1951,gini,20,1,8,2,88.23,88.14,99.53
2429,1951,entropy,180,3,4,3,88.23,88.14,99.53
2427,1951,entropy,140,3,4,3,88.23,88.14,99.53
963,1951,gini,20,2,6,5,88.23,88.33,99.25
2518,1951,entropy,160,5,4,5,88.23,88.79,98.59
2487,1951,entropy,80,5,4,2,88.23,88.92,98.39
616,1951,gini,100,3,4,2,88.23,88.46000000000001,99.06
645,1951,gini,140,3,4,5,88.23,88.22,99.41
2500,1951,entropy,160,5,4,3,88.23,88.98,98.31
3067,1951,entropy,160,1,8,2,88.23,88.01,99.72
3066,1951,entropy,140,1,8,2,88.23,88.01,99.72
2503,1951,entropy,40,5,4,4,88.23,88.87,98.47
635,1951,gini,120,3,4,4,88.23,88.38000000000001,99.17
3082,1951,entropy,100,1,8,4,88.23,88.01,99.72
2747,1951,entropy,60,2,6,3,88.23,88.14,99.53
2745,1951,entropy,20,2,6,3,88.23,88.28,99.33
2481,1968,entropy,140,4,4,5,88.23,88.46000000000001,99.06
641,1968,gini,60,3,4,5,88.23,88.38000000000001,99.17
781,1968,gini,160,2,5,4,88.23,88.12,99.57000000000001
3069,1968,entropy,20,1,8,3,88.23,88.03,99.69
1283,1968,gini,120,1,8,4,88.23,88.03,99.69
625,1968,gini,100,3,4,3,88.23,88.49000000000001,99.02
1270,1968,gini,40,1,8,3,88.23,88.06,99.65
2499,1968,entropy,140,5,4,3,88.23,88.94999999999999,98.35000000000001
2610,1968,entropy,20,3,5,4,88.23,88.62,98.82
2458,1968,entropy,40,4,4,3,88.23,88.79,98.59
622,1978,gini,40,3,4,3,88.2,88.14,99.49
621,1978,gini,20,3,4,3,88.2,88.22,99.37
766,1978,gini,40,2,5,3,88.2,88.19,99.41
620,1978,gini,180,3,4,2,88.2,88.35,99.17
2754,1978,entropy,20,2,6,4,88.2,88.03,99.65
617,1978,gini,120,3,4,2,88.2,88.38000000000001,99.14
2574,1978,entropy,20,2,5,4,88.2,88.06,99.61
3073,1978,entropy,100,1,8,3,88.2,88.01,99.69
1294,1978,gini,160,1,8,5,88.2,88.06,99.61
2477,1978,entropy,60,4,4,5,88.2,88.57000000000001,98.86
3091,1978,entropy,100,1,8,5,88.2,87.98,99.72
2473,1978,entropy,160,4,4,4,88.2,88.64999999999999,98.74000000000001
2515,1978,entropy,100,5,4,5,88.2,88.84,98.47
1289,1978,gini,60,1,8,5,88.2,88.03,99.65
2468,1978,entropy,60,4,4,4,88.2,88.62,98.78
3094,1978,entropy,160,1,8,5,88.2,88.0,99.69
2512,1978,entropy,40,5,4,5,88.2,88.81,98.50999999999999
525,1995,gini,80,5,3,4,88.2,88.84,98.47
629,1995,gini,180,3,4,3,88.2,88.24,99.33
1282,1995,gini,100,1,8,4,88.2,87.98,99.72
633,1998,gini,80,3,4,4,88.17,88.38000000000001,99.1
666,1998,gini,20,4,4,4,88.17,88.78,98.50999999999999
640,1998,gini,40,3,4,5,88.17,88.13,99.45
1293,1998,gini,140,1,8,5,88.17,87.97,99.69
1261,1998,gini,40,1,8,2,88.17,88.03,99.61
667,1998,gini,40,4,4,4,88.17,88.75,98.55000000000001
3071,1998,entropy,60,1,8,3,88.17,88.02,99.61
3070,1998,entropy,40,1,8,3,88.17,88.03,99.61
2299,1998,entropy,100,4,3,5,88.17,88.37,99.1
2332,1998,entropy,40,5,3,5,88.17,88.89,98.35000000000001
636,1998,gini,140,3,4,4,88.17,88.29,99.21
627,1998,gini,140,3,4,3,88.17,88.21,99.33
3072,1998,entropy,80,1,8,3,88.17,87.97,99.69
2736,1998,entropy,20,2,6,2,88.17,88.24,99.29
3062,1998,entropy,60,1,8,2,88.17,88.0,99.65
517,1998,gini,100,5,3,3,88.17,88.83,98.42999999999999
619,1998,gini,160,3,4,2,88.17,88.21,99.33
2450,1998,entropy,60,4,4,2,88.17,88.67,98.66
769,1998,gini,100,2,5,3,88.17,88.03,99.61
2497,1998,entropy,100,5,4,3,88.17,88.89,98.35000000000001
2513,1998,entropy,60,5,4,5,88.17,88.92,98.31
2506,2019,entropy,100,5,4,4,88.13,88.86,98.35000000000001
1292,2019,gini,120,1,8,5,88.13,87.94,99.69
3068,2019,entropy,180,1,8,2,88.13,87.94,99.69
773,2019,gini,180,2,5,3,88.13,88.0,99.61
657,2019,gini,20,4,4,3,88.13,88.94,98.22999999999999
2511,2019,entropy,20,5,4,5,88.13,88.97,98.19
2447,2025,entropy,180,3,4,5,88.13,88.08,99.49
615,2025,gini,80,3,4,2,88.13,88.37,99.06
499,2025,gini,100,4,3,5,88.13,88.29,99.17
3087,2025,entropy,20,1,8,5,88.13,88.03,99.57000000000001
2486,2025,entropy,60,5,4,2,88.13,88.8,98.42999999999999
704,2025,gini,60,5,4,4,88.13,89.03,98.11
2501,2025,entropy,180,5,4,3,88.13,88.86,98.35000000000001
482,2025,gini,120,4,3,3,88.13,88.42,98.98
1278,2025,gini,20,1,8,4,88.13,87.97,99.65
515,2025,gini,60,5,3,3,88.13,88.91,98.27
642,2025,gini,80,3,4,5,88.13,88.27000000000001,99.21
526,2036,gini,100,5,3,4,88.1,88.8,98.39
2467,2036,entropy,40,4,4,4,88.1,88.47,98.86
3083,2036,entropy,120,1,8,4,88.1,87.86,99.76
2514,2036,entropy,80,5,4,5,88.1,88.94,98.19
3081,2036,entropy,80,1,8,4,88.1,87.91,99.69
471,2036,gini,80,4,3,2,88.1,88.58,98.7
2413,2036,entropy,40,3,4,2,88.1,88.14999999999999,99.33
2417,2036,entropy,120,3,4,2,88.1,88.21,99.25
628,2036,gini,160,3,4,3,88.1,88.1,99.41
759,2036,gini,80,2,5,2,88.1,87.91,99.69
780,2036,gini,140,2,5,4,88.1,87.89,99.72999999999999
3077,2036,entropy,180,1,8,3,88.1,87.91,99.69
2424,2036,entropy,80,3,4,3,88.1,88.12,99.37
2327,2049,entropy,120,5,3,4,88.1,88.63,98.61999999999999
2517,2049,entropy,140,5,4,5,88.1,88.88000000000001,98.27
3080,2049,entropy,60,1,8,4,88.1,87.86,99.76
490,2049,gini,100,4,3,4,88.1,88.37,99.02
472,2049,gini,100,4,3,2,88.1,88.44999999999999,98.9
3090,2054,entropy,80,1,8,5,88.07000000000001,87.91,99.65
3085,2055,entropy,160,1,8,4,88.07000000000001,87.88,99.69
3075,2055,entropy,140,1,8,3,88.07000000000001,87.88,99.69
535,2055,gini,100,5,3,5,88.07000000000001,88.99000000000001,98.07000000000001
521,2055,gini,180,5,3,3,88.07000000000001,88.85,98.27
2475,2055,entropy,20,4,4,5,88.07000000000001,88.52,98.74000000000001
788,2055,gini,120,2,5,5,88.07000000000001,87.96000000000001,99.57000000000001
2434,2055,entropy,100,3,4,4,88.07000000000001,88.26,99.14
778,2055,gini,100,2,5,4,88.07000000000001,87.96000000000001,99.57000000000001
2328,2055,entropy,140,5,3,4,88.07000000000001,88.74,98.42999999999999
2426,2055,entropy,120,3,4,3,88.07000000000001,88.03999999999999,99.45
485,2055,gini,180,4,3,3,88.07000000000001,88.63,98.59
1281,2055,gini,80,1,8,4,88.07000000000001,87.88,99.69
537,2055,gini,140,5,3,5,88.07000000000001,88.82,98.31
518,2055,gini,120,5,3,3,88.07000000000001,88.71,98.47
502,2055,gini,160,4,3,5,88.07000000000001,88.47,98.82
787,2055,gini,100,2,5,5,88.07000000000001,87.96000000000001,99.57000000000001
3088,2071,entropy,40,1,8,5,88.03,87.9,99.61
2311,2071,entropy,160,5,3,2,88.03,88.63,98.55000000000001
763,2071,gini,160,2,5,2,88.03,87.92999999999999,99.57000000000001
2445,2074,entropy,140,3,4,5,88.03,88.12,99.29
2446,2074,entropy,160,3,4,5,88.03,87.98,99.49
2415,2074,entropy,80,3,4,2,88.03,88.11,99.29
765,2074,gini,20,2,5,3,88.03,87.85,99.69
2462,2074,entropy,120,4,4,3,88.03,88.63,98.55000000000001
2502,2074,entropy,20,5,4,4,88.03,89.07000000000001,97.92
2419,2074,entropy,160,3,4,2,88.03,87.98,99.49
497,2074,gini,60,4,3,5,88.03,88.6,98.59
3064,2074,entropy,100,1,8,2,88.03,87.88,99.65
1089,2074,gini,20,1,7,3,88.03,87.92999999999999,99.57000000000001
693,2074,gini,20,5,4,3,88.03,88.92999999999999,98.11
530,2074,gini,180,5,3,4,88.03,88.87,98.19
2437,2074,entropy,160,3,4,4,88.03,88.03999999999999,99.41
684,2074,gini,20,5,4,2,88.03,88.79,98.31
789,2074,gini,140,2,5,5,88.03,87.92999999999999,99.57000000000001
3095,2074,entropy,180,1,8,5,88.03,87.85,99.69
519,2090,gini,140,5,3,3,88.0,88.79,98.27
1288,2090,gini,40,1,8,5,88.0,87.82,99.69
761,2090,gini,120,2,5,2,88.0,87.88,99.61
514,2090,gini,40,5,3,3,88.0,88.75999999999999,98.31
760,2090,gini,100,2,5,2,88.0,87.82,99.69
779,2090,gini,120,2,5,4,88.0,87.92999999999999,99.53
2306,2090,entropy,60,5,3,2,88.0,88.84,98.19
534,2090,gini,80,5,3,5,88.0,88.87,98.15
3089,2090,entropy,60,1,8,5,88.0,87.8,99.72
533,2090,gini,60,5,3,5,88.0,89.05999999999999,97.88
775,2090,gini,40,2,5,4,88.0,87.87,99.61
1107,2090,gini,20,1,7,5,88.0,87.9,99.57000000000001
2310,2090,entropy,140,5,3,2,88.0,88.68,98.42999999999999
3060,2090,entropy,20,1,8,2,88.0,87.92999999999999,99.53
3092,2090,entropy,120,1,8,5,88.0,87.85,99.65
512,2090,gini,180,5,3,2,88.0,88.82,98.22999999999999
1080,2090,gini,20,1,7,2,88.0,87.82,99.69
618,2107,gini,140,3,4,2,88.0,88.14,99.21
791,2107,gini,180,2,5,5,88.0,87.9,99.57000000000001
2422,2107,entropy,40,3,4,3,88.0,88.25,99.06
3078,2107,entropy,20,1,8,4,88.0,87.85,99.65
3093,2107,entropy,140,1,8,5,88.0,87.85,99.65
527,2107,gini,120,5,3,4,88.0,88.75999999999999,98.31
2323,2113,entropy,40,5,3,4,87.97,88.7,98.35000000000001
487,2113,gini,40,4,3,4,87.97,88.25,99.02
2281,2113,entropy,100,4,3,3,87.97,88.35,98.86
2444,2113,entropy,120,3,4,5,87.97,87.9,99.53
631,2113,gini,40,3,4,4,87.97,88.27000000000001,98.98
647,2113,gini,180,3,4,5,87.97,88.11,99.21
500,2113,gini,120,4,3,5,87.97,88.41,98.78
643,2113,gini,100,3,4,5,87.97,88.06,99.29
772,2113,gini,160,2,5,3,87.97,87.83999999999999,99.61
481,2113,gini,100,4,3,3,87.97,88.35,98.86
777,2113,gini,80,2,5,4,87.97,87.82,99.65
529,2113,gini,160,5,3,4,87.97,88.78,98.22999999999999
2425,2113,entropy,100,3,4,3,87.97,87.94999999999999,99.45
2416,2113,entropy,100,3,4,2,87.97,87.9,99.53
508,2113,gini,100,5,3,2,87.97,88.84,98.15
2421,2113,entropy,20,3,4,3,87.97,88.11,99.21
505,2113,gini,40,5,3,2,87.97,88.64999999999999,98.42999999999999
2466,2130,entropy,20,4,4,4,87.92999999999999,88.36,98.82
516,2130,gini,80,5,3,3,87.92999999999999,88.67,98.35000000000001
2889,2130,entropy,20,1,7,3,87.92999999999999,87.83999999999999,99.57000000000001
762,2130,gini,140,2,5,2,87.92999999999999,87.83999999999999,99.57000000000001
2436,2130,entropy,140,3,4,4,87.92999999999999,87.89,99.49
524,2130,gini,60,5,3,4,87.92999999999999,88.72,98.27
495,2130,gini,20,4,3,5,87.92999999999999,88.5,98.59
624,2130,gini,80,3,4,3,87.92999999999999,88.13,99.14
474,2130,gini,140,4,3,2,87.92999999999999,88.24,98.98
3084,2130,entropy,140,1,8,4,87.92999999999999,87.76,99.69
2271,2130,entropy,80,4,3,2,87.92999999999999,88.13,99.14
2272,2130,entropy,100,4,3,2,87.92999999999999,88.24,98.98
630,2130,gini,20,3,4,4,87.92999999999999,88.16000000000001,99.1
2302,2130,entropy,160,4,3,5,87.92999999999999,88.05,99.25
2560,2130,entropy,100,2,5,2,87.92999999999999,87.82,99.61
536,2130,gini,120,5,3,5,87.92999999999999,88.81,98.15
494,2130,gini,180,4,3,4,87.92999999999999,88.34,98.82
480,2147,gini,80,4,3,3,87.9,88.34,98.78
2287,2147,entropy,40,4,3,4,87.9,88.42,98.66
2577,2147,entropy,80,2,5,4,87.9,87.83999999999999,99.53
2312,2147,entropy,180,5,3,2,87.9,88.69,98.27
2575,2147,entropy,40,2,5,4,87.9,87.83999999999999,99.53
531,2147,gini,20,5,3,5,87.9,88.75,98.19
626,2147,gini,120,3,4,3,87.9,88.13,99.1
756,2147,gini,20,2,5,2,87.9,87.86,99.49
492,2147,gini,140,4,3,4,87.9,88.24,98.94
782,2147,gini,180,2,5,4,87.9,87.86,99.49
2428,2157,entropy,160,3,4,3,87.9,87.89,99.45
484,2157,gini,160,4,3,3,87.9,88.21,98.98
513,2157,gini,20,5,3,3,87.9,88.5,98.55000000000001
2442,2157,entropy,80,3,4,5,87.9,87.89,99.45
2333,2157,entropy,60,5,3,5,87.9,88.64,98.35000000000001
2484,2157,entropy,20,5,4,2,87.9,88.59,98.42999999999999
475,2157,gini,160,4,3,2,87.9,88.23,98.94
491,2157,gini,120,4,3,4,87.9,88.42,98.66
2307,2165,entropy,80,5,3,2,87.87,88.8,98.07000000000001
2276,2165,entropy,180,4,3,2,87.87,88.14999999999999,99.02
1110,2165,gini,80,1,7,5,87.87,87.62,99.8
3086,2165,entropy,180,1,8,4,87.87,87.72999999999999,99.65
2317,2165,entropy,100,5,3,3,87.87,88.5,98.50999999999999
1290,2165,gini,80,1,8,5,87.87,87.72999999999999,99.65
503,2165,gini,180,4,3,5,87.87,88.34,98.74000000000001
478,2165,gini,40,4,3,3,87.87,88.17,98.98
483,2165,gini,140,4,3,3,87.87,88.29,98.82
768,2165,gini,80,2,5,3,87.87,87.75,99.61
493,2165,gini,160,4,3,4,87.87,88.37,98.7
539,2165,gini,180,5,3,5,87.87,88.69,98.22999999999999
2435,2165,entropy,120,3,4,4,87.87,87.86,99.45
2337,2165,entropy,140,5,3,5,87.87,88.5,98.50999999999999
784,2165,gini,40,2,5,5,87.87,87.76,99.61
2440,2165,entropy,40,3,4,5,87.87,88.02,99.21
1101,2165,gini,80,1,7,4,87.87,87.6,99.83999999999999
528,2165,gini,140,5,3,4,87.87,88.53,98.47
2414,2165,entropy,60,3,4,2,87.87,87.91,99.37
2412,2165,entropy,20,3,4,2,87.87,87.97,99.29
2431,2185,entropy,40,3,4,4,87.87,87.99,99.25
2283,2185,entropy,140,4,3,3,87.87,88.02,99.21
2284,2185,entropy,160,4,3,3,87.87,88.02,99.21
2324,2188,entropy,60,5,3,4,87.83,88.63,98.27
2329,2189,entropy,160,5,3,4,87.83,88.63,98.27
675,2189,gini,20,4,4,5,87.83,88.39,98.61999999999999
2326,2189,entropy,100,5,3,4,87.83,88.52,98.42999999999999
2576,2189,entropy,60,2,5,4,87.83,87.72,99.61
473,2189,gini,120,4,3,2,87.83,88.2,98.9
1100,2189,gini,60,1,7,4,87.83,87.59,99.8
790,2189,gini,160,2,5,5,87.83,87.69,99.65
758,2189,gini,60,2,5,2,87.83,87.72,99.61
2563,2189,entropy,160,2,5,2,87.83,87.75,99.57000000000001
2569,2189,entropy,100,2,5,3,87.83,87.72,99.61
2316,2189,entropy,80,5,3,3,87.83,88.68,98.19
2585,2189,entropy,60,2,5,5,87.83,87.72,99.61
520,2189,gini,160,5,3,3,87.83,88.74,98.11
2433,2189,entropy,80,3,4,4,87.83,87.86,99.41
2557,2189,entropy,40,2,5,2,87.83,87.7,99.65
2418,2189,entropy,140,3,4,2,87.83,87.88,99.37
488,2189,gini,60,4,3,4,87.83,88.31,98.74000000000001
511,2189,gini,160,5,3,2,87.83,88.82,98.0
468,2207,gini,20,4,3,2,87.8,87.92999999999999,99.25
2296,2207,entropy,40,4,3,5,87.8,87.92999999999999,99.25
2588,2207,entropy,120,2,5,5,87.8,87.66000000000001,99.65
2318,2207,entropy,120,5,3,3,87.8,88.41,98.55000000000001
2420,2207,entropy,180,3,4,2,87.8,87.83,99.41
538,2207,gini,160,5,3,5,87.8,88.75999999999999,98.04
2313,2207,entropy,20,5,3,3,87.8,88.47,98.47
1085,2207,gini,120,1,7,2,87.8,87.59,99.76
2309,2207,entropy,120,5,3,2,87.8,88.6,98.27
2579,2216,entropy,120,2,5,4,87.8,87.67,99.65
2289,2216,entropy,80,4,3,4,87.8,88.09,99.02
489,2216,gini,80,4,3,4,87.8,88.06,99.06
767,2216,gini,60,2,5,3,87.8,87.74,99.53
2298,2216,entropy,80,4,3,5,87.8,88.11,98.98
2300,2216,entropy,120,4,3,5,87.8,87.85,99.37
2270,2216,entropy,60,4,3,2,87.8,88.22,98.82
2564,2216,entropy,180,2,5,2,87.8,87.64,99.69
2439,2216,entropy,20,3,4,5,87.8,88.3,98.7
771,2216,gini,140,2,5,3,87.8,87.69,99.61
2321,2226,entropy,180,5,3,3,87.77000000000001,88.57000000000001,98.27
470,2226,gini,60,4,3,2,87.77000000000001,88.08,98.98
2303,2226,entropy,180,4,3,5,87.77000000000001,87.72,99.53
